decision_id,task_id,decision_path,director_version,decision_type,selected_role_id,selected_role_version,agent_job_id,status,supersedes_decision_id,requires_human_gate,created_at,activated_at,completed_at,validation_status,notes
DDR-20260618-022,RT-20260618-022,research_control/tasks/RT-20260618-022/DDR-20260618-022.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-022-001,completed,DDR-20260618-021,false,2026-06-19T04:55:00Z,2026-06-19T04:55:00Z,2026-06-19T04:55:00Z,PASS,Phase 5B roles-and-skills catalog routed to Documentation Curator without role status role registration skill-contract validator routing checkpoint or physics claim changes
DDR-20260618-021,RT-20260618-021,research_control/tasks/RT-20260618-021/DDR-20260618-021.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-021-001,completed,DDR-20260618-020,false,2026-06-19T04:30:00Z,2026-06-19T04:30:00Z,2026-06-19T04:30:00Z,PASS,Phase 5A memory-system reference routed to Documentation Curator without memory-system behavior registry schema validator routing role-authority checkpoint generated-output authority or physics claim changes
DDR-20260618-020,RT-20260618-020,research_control/tasks/RT-20260618-020/DDR-20260618-020.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-020-001,completed,DDR-20260618-019,false,2026-06-19T03:00:00Z,2026-06-19T03:00:00Z,2026-06-19T03:00:00Z,PASS,Phase 4C validator and operator workflow routed to Documentation Curator without validator behavior command-semantics role-authority schema routing checkpoint or physics claim changes
DDR-20260618-019,RT-20260618-019,research_control/tasks/RT-20260618-019/DDR-20260618-019.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-019-001,completed,DDR-20260618-018,false,2026-06-19T02:40:00Z,2026-06-19T02:40:00Z,2026-06-19T02:40:00Z,PASS,Phase 4B publication process routed to Documentation Curator without validator role-authority schema routing or physics claim changes
DDR-20260618-018,RT-20260618-018,research_control/tasks/RT-20260618-018/DDR-20260618-018.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-018-001,completed,DDR-20260618-017,false,2026-06-19T01:38:00Z,2026-06-19T01:38:00Z,2026-06-19T01:38:00Z,PASS,Phase 4A project-system improvement routed to Documentation Curator without validator routing signal-registry role-authority schema or physics claim changes
DDR-20260618-017,RT-20260618-017,research_control/tasks/RT-20260618-017/DDR-20260618-017.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-017-001,completed,DDR-20260618-016,false,2026-06-19T01:22:00Z,2026-06-19T01:22:00Z,2026-06-19T01:22:00Z,PASS,Phase 3C research-control-system merged without public page migration or physics claim authority
DDR-20260618-016,RT-20260618-016,research_control/tasks/RT-20260618-016/DDR-20260618-016.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-016-001,completed,DDR-20260618-015,false,2026-06-19T00:25:10Z,2026-06-19T00:25:10Z,2026-06-19T00:45:00Z,PASS,Phase 3B research-control operation routed to Documentation Curator without role schema routing validator or physics claim authority
DDR-20260618-015,RT-20260618-015,research_control/tasks/RT-20260618-015/DDR-20260618-015.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-015-001,completed,DDR-20260618-014,false,2026-06-18T23:57:14Z,2026-06-18T23:57:14Z,2026-06-19T00:18:00Z,PASS,Phase 3A research-control operation routed to Documentation Curator without role schema routing validator or physics claim authority
DDR-20260618-014,RT-20260618-014,research_control/tasks/RT-20260618-014/DDR-20260618-014.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-014-001,completed,DDR-20260618-013,false,2026-06-18T23:41:27Z,2026-06-18T23:41:27Z,2026-06-18T23:55:00Z,PASS,Phase 2B claim-gates routed to Documentation Curator without physics claim authority
DDR-20260618-013,RT-20260618-013,research_control/tasks/RT-20260618-013/DDR-20260618-013.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-013-001,completed,DDR-20260618-012,false,2026-06-18T23:22:00Z,2026-06-18T23:22:00Z,2026-06-18T23:40:00Z,PASS,Phase 2A GR derivation roadmap routed to Documentation Curator without physics claim authority
DDR-20260618-012,RT-20260618-012,research_control/tasks/RT-20260618-012/DDR-20260618-012.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-012-001,completed,DDR-20260618-011,false,2026-06-18T23:03:00Z,2026-06-18T23:03:00Z,2026-06-18T23:18:00Z,PASS,Phase 1B ontology routed to Documentation Curator without physics claim authority
DDR-20260618-011,RT-20260618-011,research_control/tasks/RT-20260618-011/DDR-20260618-011.md,project-system-director@0.1.0,existing_role,documentation-curator,2.0.0,AJ-RT-20260618-011-001,completed,DDR-20260618-010,false,2026-06-18T22:30:00Z,2026-06-18T22:30:00Z,2026-06-18T22:48:00Z,PASS,Phase 1A public physics status routed to Documentation Curator without physics claim authority
DDR-20260618-010,RT-20260618-010,research_control/tasks/RT-20260618-010/DDR-20260618-010.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-010-001,completed,DDR-20260618-009,false,2026-06-18T22:16:00Z,2026-06-18T22:16:00Z,2026-06-18T22:16:00Z,PASS,Phase 0 pilot baseline routed as maintenance verification without public page migration or physics claim authority
DDR-20260618-009,RT-20260618-009,research_control/tasks/RT-20260618-009/DDR-20260618-009.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-009-001,completed,DDR-20260618-008,false,2026-06-18T22:00:01Z,2026-06-18T22:00:01Z,2026-06-18T22:00:01Z,PASS,Documentation Curator corpus migration plan completed without public page migration or physics claim authority
DDR-20260618-008,RT-20260618-008,research_control/tasks/RT-20260618-008/DDR-20260618-008.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-008-001,completed,DDR-20260618-007,true,2026-06-18T21:12:26Z,2026-06-18T21:12:26Z,2026-06-18T21:27:59Z,PASS,Retired explainer creation process removal completed with publication-brief-only active path and no physics claim authority
DDR-20260618-007,RT-20260618-007,research_control/tasks/RT-20260618-007/DDR-20260618-007.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-007-001,completed,DDR-20260618-006,true,2026-06-18T18:20:00Z,2026-06-18T18:20:00Z,2026-06-18T18:20:00Z,PASS,Documentation Curator publication-process PRD routed as project-system overlay without physics claim authority
DDR-20260618-006,RT-20260618-006,research_control/tasks/RT-20260618-006/DDR-20260618-006.md,project-system-director@0.1.0,task_overlay,project-control-maintainer,0.1.0,AJ-RT-20260618-006-001,completed,DDR-20260618-005,true,2026-06-18T16:55:00Z,2026-06-18T16:55:00Z,2026-06-18T16:55:00Z,PASS,Documentation Curator Visual Atlas v2 implementation routed as project-system overlay without physics claim authority
DDR-20260614-065,RT-20260614-065,research_control/tasks/RT-20260614-065/DDR-20260614-065.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-065-001,completed,DDR-20260614-064,false,2026-06-18T16:07:45Z,2026-06-18T16:07:45Z,2026-06-18T16:07:45Z,PASS,Resp_lc source-extension M_src AtlasGlue_src^+ primitive formalization authorized and completed with finite witness counterexample and limited stability
DDR-20260618-005,RT-20260618-005,research_control/tasks/RT-20260618-005/DDR-20260618-005.md,project-system-director@0.1.0,task_overlay,memory-system-maintainer,0.1.0,AJ-RT-20260618-005-001,completed,DDR-20260618-004,true,2026-06-18T15:41:47Z,2026-06-18T15:41:47Z,2026-06-18T15:41:47Z,PASS,Controlled memory preflight enforcement routed as memory-system project improvement without physics claim authority
DDR-20260618-004,RT-20260618-004,research_control/tasks/RT-20260618-004/DDR-20260618-004.md,project-system-director@0.1.0,existing_role,documentation-curator,0.9.0,AJ-RT-20260618-004-001,completed,DDR-20260618-003,false,2026-06-18T14:31:20Z,2026-06-18T14:31:20Z,2026-06-18T14:31:20Z,PASS,README legacy project link syntax repair routed as Documentation Curator work without physics claim authority
DDR-20260614-064,RT-20260614-064,research_control/tasks/RT-20260614-064/DDR-20260614-064.md,director-of-research@0.2.0,existing_role,theoretical-continuation-selector,0.1.0,AJ-RT-20260614-064-001,completed,DDR-20260614-063,false,2026-06-18T05:13:39Z,2026-06-18T05:13:39Z,2026-06-18T05:13:39Z,PASS,Resp_lc source-extension M_src theoretical selector authorized and completed with source-side AtlasGlue_src^+ primitive construction selected
DDR-20260614-063,RT-20260614-063,research_control/tasks/RT-20260614-063/DDR-20260614-063.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-063-001,completed,DDR-20260614-062,false,2026-06-18T04:37:53Z,2026-06-18T04:37:53Z,2026-06-18T04:37:53Z,PASS,Resp_lc source-extension M_src bridge Refuter stress authorized and completed as scoped AtlasGlue_src^+ obstruction with selector next route
DDR-20260614-062,RT-20260614-062,research_control/tasks/RT-20260614-062/DDR-20260614-062.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-062-001,completed,DDR-20260614-061,false,2026-06-18T04:24:01Z,2026-06-18T04:24:01Z,2026-06-18T04:24:01Z,PASS,Resp_lc source-extension M_src bridge smuggling audit authorized and completed as conditional source-purity pass
DDR-20260614-061,RT-20260614-061,research_control/tasks/RT-20260614-061/DDR-20260614-061.md,director-of-research@0.2.0,existing_role,candidate-constructor,0.2.0,AJ-RT-20260614-061-001,completed,DDR-20260614-060,false,2026-06-18T04:09:32Z,2026-06-18T04:09:32Z,2026-06-18T04:09:32Z,PASS,Resp_lc source-extension M_src bridge attempt authorized after Xi_X^R adoption and completed as local chart germ with AtlasGlue_src^+ missing
DDR-20260618-003,RT-20260618-003,research_control/tasks/RT-20260618-003/DDR-20260618-003.md,project-system-director@0.1.0,task_overlay,memory-system-maintainer,0.1.0,AJ-RT-20260618-003-001,completed,DDR-20260618-002,true,2026-06-18T03:52:01Z,2026-06-18T03:52:01Z,2026-06-18T03:52:01Z,PASS,Legacy ontology snapshot lane routed as memory-system project improvement without physics claim authority
DDR-20260614-060,RT-20260614-060,research_control/tasks/RT-20260614-060/DDR-20260614-060.md,director-of-research@0.2.0,existing_role,gate-chair,0.1.0,AJ-RT-20260614-060-001,completed,DDR-20260614-059,false,2026-06-18T03:11:32Z,2026-06-18T03:11:32Z,2026-06-18T03:11:32Z,PASS,Human-approved Resp_lc source-extension adoption decision for Xi_X^R recorded with downstream claim blocks
DDR-20260614-059,RT-20260614-059,research_control/tasks/RT-20260614-059/DDR-20260614-059.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-059-001,completed,DDR-20260614-058,true,2026-06-18T03:02:00Z,2026-06-18T03:02:00Z,2026-06-18T03:02:00Z,PASS,Resp_lc source-extension candidate Refuter stress authorized after smuggling audit and routed to human-gated adoption boundary
DDR-20260614-058,RT-20260614-058,research_control/tasks/RT-20260614-058/DDR-20260614-058.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-058-001,completed,DDR-20260614-057,false,2026-06-18T02:34:26Z,2026-06-18T02:34:26Z,2026-06-18T02:34:26Z,PASS,Resp_lc source-extension candidate smuggling audit authorized after source-extension candidate handoff
DDR-20260614-057,RT-20260614-057,research_control/tasks/RT-20260614-057/DDR-20260614-057.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-057-001,completed,DDR-20260614-056,false,2026-06-18T02:22:01Z,2026-06-18T02:22:01Z,2026-06-18T02:22:01Z,PASS,Resp_lc source-extension candidate formalization authorized after selector chose source_extension_candidate
DDR-20260614-056,RT-20260614-056,research_control/tasks/RT-20260614-056/DDR-20260614-056.md,director-of-research@0.2.0,existing_role,theoretical-continuation-selector,0.1.0,AJ-RT-20260614-056-001,completed,DDR-20260614-055,false,2026-06-18T01:58:38Z,2026-06-18T01:58:38Z,2026-06-18T01:58:38Z,PASS,Resp_lc theoretical continuation selector authorized after explicit-tag finite toy route freeze
DDR-20260614-055,RT-20260614-055,research_control/tasks/RT-20260614-055/DDR-20260614-055.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-055-001,completed,DDR-20260614-054,false,2026-06-18T01:24:12Z,2026-06-18T01:24:12Z,2026-06-18T01:24:12Z,PASS,Resp_lc finite toy metric-response model Refuter stress authorized after smuggling audit
DDR-20260614-054,RT-20260614-054,research_control/tasks/RT-20260614-054/DDR-20260614-054.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-054-001,completed,DDR-20260614-053,false,2026-06-18T01:06:20Z,2026-06-18T01:06:20Z,2026-06-18T01:06:20Z,PASS,Resp_lc finite toy metric-response model smuggling audit authorized after finite toy construction
DDR-20260614-053,RT-20260614-053,research_control/tasks/RT-20260614-053/DDR-20260614-053.md,director-of-research@0.2.0,existing_role,candidate-constructor,0.2.0,AJ-RT-20260614-053-001,completed,DDR-20260614-052,false,2026-06-18T00:54:37Z,2026-06-18T00:54:37Z,2026-06-18T00:54:37Z,PASS,Resp_lc finite toy metric-response model construction authorized after selector chose finite_toy_metric_response_model
DDR-20260614-052,RT-20260614-052,research_control/tasks/RT-20260614-052/DDR-20260614-052.md,director-of-research@0.2.0,existing_role,theoretical-continuation-selector,0.1.0,AJ-RT-20260614-052-001,completed,DDR-20260614-051,false,2026-06-17T17:16:02Z,2026-06-17T17:16:02Z,2026-06-17T17:16:02Z,PASS,Resp_lc theoretical continuation selector authorized after no-go theorem stress scoped obstruction
DDR-20260617-003,RT-20260617-003,research_control/tasks/RT-20260617-003/DDR-20260617-003.md,project-system-director@0.1.0,task_overlay,validator-engineer,0.1.0,AJ-RT-20260617-003-001,completed,DDR-20260617-002,true,2026-06-17T15:46:25Z,2026-06-17T15:46:25Z,2026-06-17T16:01:05Z,PASS,GR derivation roadmap control implementation authorized as validator-backed project-system transaction
DDR-20260614-051,RT-20260614-051,research_control/tasks/RT-20260614-051/DDR-20260614-051.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-051-001,completed,DDR-20260614-050,false,2026-06-17T06:37:06Z,2026-06-17T06:37:06Z,2026-06-17T06:37:06Z,PASS,Resp_lc source-side selector no-go theorem Refuter stress authorized after scoped no-go theorem packet
DDR-20260614-050,RT-20260614-050,research_control/tasks/RT-20260614-050/DDR-20260614-050.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-050-001,completed,DDR-20260614-049,false,2026-06-17T06:10:40Z,2026-06-17T06:10:40Z,2026-06-17T06:10:40Z,PASS,Resp_lc source-side selector no-go theorem authorized after scoped no-go packet selection
DDR-20260614-049,RT-20260614-049,research_control/tasks/RT-20260614-049/DDR-20260614-049.md,director-of-research@0.2.0,existing_role,theoretical-continuation-selector,0.1.0,AJ-RT-20260614-049-001,completed,DDR-20260614-048,false,2026-06-17T05:53:09Z,2026-06-17T05:53:09Z,2026-06-17T05:53:09Z,PASS,Resp_lc theoretical continuation selector authorized after selector-instantiation scoped obstruction
DDR-20260614-048,RT-20260614-048,research_control/tasks/RT-20260614-048/DDR-20260614-048.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-048-001,completed,DDR-20260614-047,false,2026-06-17T05:40:52Z,2026-06-17T05:40:52Z,2026-06-17T05:40:52Z,PASS,Resp_lc source-side selector instantiation Refuter stress test authorized after selector contract smuggling audit
DDR-20260614-047,RT-20260614-047,research_control/tasks/RT-20260614-047/DDR-20260614-047.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-047-001,completed,DDR-20260614-046,false,2026-06-17T05:28:00Z,2026-06-17T05:28:00Z,2026-06-17T05:28:00Z,PASS,Resp_lc source-side selector primitive smuggling audit authorized after selector contract packet
DDR-20260614-046,RT-20260614-046,research_control/tasks/RT-20260614-046/DDR-20260614-046.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-046-001,completed,DDR-20260614-045,false,2026-06-17T05:16:13Z,2026-06-17T05:16:13Z,2026-06-17T05:16:13Z,PASS,Resp_lc source-side selector primitive packet authorized after quotient-burden obstruction
DDR-20260614-045,RT-20260614-045,research_control/tasks/RT-20260614-045/DDR-20260614-045.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-045-001,completed,DDR-20260614-044,false,2026-06-17T05:04:43Z,2026-06-17T05:04:43Z,2026-06-17T05:04:43Z,PASS,Resp_lc source-side irrelevance theorem test authorized after selector packet selection
DDR-20260614-044,RT-20260614-044,research_control/tasks/RT-20260614-044/DDR-20260614-044.md,director-of-research@0.2.0,existing_role,theoretical-continuation-selector,0.1.0,AJ-RT-20260614-044-001,completed,DDR-20260614-043,false,2026-06-17T04:48:17Z,2026-06-17T04:48:17Z,2026-06-17T04:48:17Z,PASS,Resp_lc theoretical continuation selector authorized after scoped obstruction and future generic pause block
DDR-20260617-002,RT-20260617-002,research_control/tasks/RT-20260617-002/DDR-20260617-002.md,project-system-director@0.1.0,task_overlay,validator-engineer,0.1.0,AJ-RT-20260617-002-001,completed,DDR-20260617-001,true,2026-06-17T04:29:31Z,2026-06-17T04:29:31Z,2026-06-17T04:29:31Z,PASS,Theoretical continuation pause-gate policy authorized as validator-backed project-system transaction
DDR-20260617-001,RT-20260617-001,research_control/tasks/RT-20260617-001/DDR-20260617-001.md,project-system-director@0.1.0,task_overlay,validator-engineer,0.1.0,AJ-RT-20260617-001-001,completed,DDR-20260616-002,true,2026-06-17T04:09:41Z,2026-06-17T04:09:41Z,2026-06-17T04:09:41Z,PASS,Mandatory parent-child continue-research policy authorized as validator-backed project-system transaction
DDR-20260614-043,RT-20260614-043,research_control/tasks/RT-20260614-043/DDR-20260614-043.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-043-001,completed,DDR-20260614-042,false,2026-06-17T03:53:15Z,2026-06-17T03:53:15Z,2026-06-17T03:53:15Z,PASS,Resp_lc source-response obstruction theorem Refuter stress test authorized as scoped obstruction pressure with controlled pause recommendation
DDR-20260616-002,RT-20260616-002,research_control/tasks/RT-20260616-002/DDR-20260616-002.md,project-system-director@0.1.0,task_overlay,validator-engineer,0.1.0,AJ-RT-20260616-002-001,completed,,true,2026-06-17T01:23:00Z,2026-06-17T01:23:00Z,2026-06-17T01:23:00Z,PASS,Parent-child research roles implementation authorized as validator-backed project-system transaction
DDR-20260616-003,RT-20260616-003,research_control/tasks/RT-20260616-003/DDR-20260616-003.md,project-system-director@0.1.0,existing_role,documentation-curator,0.7.0,AJ-RT-20260616-003-001,completed,DDR-20260616-002,false,2026-06-17T02:01:37Z,2026-06-17T02:01:37Z,2026-06-17T02:01:37Z,PASS,Parent-child research-role documentation synchronization authorized through Documentation Curator
DDR-20260614-042,RT-20260614-042,research_control/tasks/RT-20260614-042/DDR-20260614-042.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-042-001,completed,DDR-20260614-041,false,2026-06-17T03:42:04Z,2026-06-17T03:42:04Z,2026-06-17T03:42:04Z,PASS,Resp_lc source-response obstruction theorem authorized as Ontology Formalizer scoped obstruction construction
DDR-20260614-041,RT-20260614-041,research_control/tasks/RT-20260614-041/DDR-20260614-041.md,director-of-research@0.2.0,existing_role,candidate-constructor,0.2.0,AJ-RT-20260614-041-001,completed,DDR-20260614-040,false,2026-06-17T02:14:43Z,2026-06-17T02:14:43Z,2026-06-17T02:14:43Z,PASS,Metric-response-law bridge attempt authorized as Candidate Constructor missing-primitive construction
DDR-20260614-040,RT-20260614-040,research_control/tasks/RT-20260614-040/DDR-20260614-040.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-040-001,completed,DDR-20260614-039,false,2026-06-17T00:46:41Z,2026-06-17T00:46:41Z,2026-06-17T00:46:41Z,PASS,Exact-branch source observer-readout bridge map Refuter stress test authorized as bridge-facing candidate path classification
DDR-20260614-039,RT-20260614-039,research_control/tasks/RT-20260614-039/DDR-20260614-039.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-039-001,completed,DDR-20260614-038,false,2026-06-17T00:24:14Z,2026-06-17T00:24:14Z,2026-06-17T00:24:14Z,PASS,Exact-branch source observer-readout bridge map Smuggling Auditor review authorized as source purity and bridge-ladder audit
DDR-20260614-038,RT-20260614-038,research_control/tasks/RT-20260614-038/DDR-20260614-038.md,director-of-research@0.2.0,existing_role,candidate-constructor,0.2.0,AJ-RT-20260614-038-001,completed,DDR-20260614-037,false,2026-06-16T23:14:27Z,2026-06-16T23:14:27Z,2026-06-16T23:14:27Z,PASS,Audited ObsLoc_lc observer-readout bridge attempt authorized as exact source candidate map with metric law missing
DDR-20260614-037,RT-20260614-037,research_control/tasks/RT-20260614-037/DDR-20260614-037.md,director-of-research@0.2.0,existing_role,smuggling-auditor,0.2.0,AJ-RT-20260614-037-001,completed,DDR-20260614-036,false,2026-06-16T22:51:50Z,2026-06-16T22:51:50Z,2026-06-16T22:51:50Z,PASS,ObsLoc_lc concrete witness Smuggling Auditor review authorized as exact branch source purity audit
DDR-20260614-036,RT-20260614-036,research_control/tasks/RT-20260614-036/DDR-20260614-036.md,director-of-research@0.2.0,existing_role,ontology-formalizer,0.2.0,AJ-RT-20260614-036-001,completed,DDR-20260614-035,false,2026-06-16T22:14:21Z,2026-06-16T22:14:21Z,2026-06-16T22:14:21Z,PASS,ObsLoc_lc concrete witness construction authorized as local exact source soldering rule with relaxed transport obstruction
DDR-20260614-035,RT-20260614-035,research_control/tasks/RT-20260614-035/DDR-20260614-035.md,director-of-research@0.2.0,existing_role,candidate-constructor,0.2.0,AJ-RT-20260614-035-001,completed,DDR-20260614-034,false,2026-06-16T20:18:09Z,2026-06-16T20:18:09Z,2026-06-16T20:18:09Z,PASS,Observer-readout bridge attempt authorized as missing ObsLoc_lc primitive test
DDR-20260616-001,RT-20260616-001,research_control/tasks/RT-20260616-001/DDR-20260616-001.md,project-system-director@0.1.0,task_overlay,validator-engineer,0.1.0,AJ-RT-20260616-001-001,completed,,true,2026-06-16T19:20:00Z,2026-06-16T19:20:00Z,2026-06-16T19:20:00Z,PASS,Bridge-or-fail loop-control implementation authorized as validator-backed project-system transaction
DDR-20260614-034,RT-20260614-034,research_control/tasks/RT-20260614-034/DDR-20260614-034.md,director-of-research@0.2.0,existing_role,refuter,0.2.0,AJ-RT-20260614-034-001,completed,DDR-20260614-033,false,2026-06-16T19:50:34Z,2026-06-16T19:50:34Z,2026-06-16T19:50:34Z,PASS,EqSrc ledger-complete source-family generator finite-variation repair-or-controlled-pause packet Refuter stress test authorized as repeated unmet burdens with controlled pause
DDR-20260614-033,RT-20260614-033,research_control/tasks/RT-20260614-033/DDR-20260614-033.md,director-of-research@0.1.0,existing_role,smuggling-auditor,0.1.0,AJ-RT-20260614-033-001,completed,DDR-20260614-032,false,2026-06-16T04:12:11Z,2026-06-16T04:12:11Z,2026-06-16T04:12:11Z,PASS,EqSrc ledger-complete source-family generator finite-variation repair-or-controlled-pause packet Smuggling Auditor review authorized as local conditional pass with Refuter stress required
